#! FIELDS phi psi file.free
#! SET sample_size 18721
#! SET effective_sample_size 3966.19
#! SET min_phi -3.14159
#! SET max_phi 3.14159
#! SET nbins_phi 100
#! SET periodic_phi true
#! SET min_psi -3.14159
#! SET max_psi 3.14159
#! SET nbins_psi 100
#! SET periodic_psi true
   -3.141593    -3.141593     10.796113
   -3.078761    -3.141593      9.231888
   -3.015929    -3.141593      7.783735
   -2.953097    -3.141593      6.386461
   -2.890265    -3.141593      4.988043
   -2.827433    -3.141593      3.711693
   -2.764602    -3.141593      2.735172
   -2.701770    -3.141593      2.093910
   -2.638938    -3.141593      1.688724
   -2.576106    -3.141593      1.449817
   -2.513274    -3.141593      1.401967
   -2.450442    -3.141593      1.535299
   -2.387610    -3.141593      1.767436
   -2.324779    -3.141593      2.074177
   -2.261947    -3.141593      2.488585
   -2.199115    -3.141593      2.966568
   -2.136283    -3.141593      3.385628
   -2.073451    -3.141593      3.695688
   -2.010619    -3.141593      4.003934
   -1.947787    -3.141593      4.425427
   -1.884956    -3.141593      4.909264
   -1.822124    -3.141593      5.240553
   -1.759292    -3.141593      5.310557
   -1.696460    -3.141593      5.266482
   -1.633628    -3.141593      5.206234
   -1.570796    -3.141593      5.085240
   -1.507964    -3.141593      4.896249
   -1.445133    -3.141593      4.678479
   -1.382301    -3.141593      4.460962
   -1.319469    -3.141593      4.337597
   -1.256637    -3.141593      4.407811
   -1.193805    -3.141593      4.652461
   -1.130973    -3.141593      5.038496
   -1.068142    -3.141593      5.654316
   -1.005310    -3.141593      6.611834
   -0.942478    -3.141593      7.924715
   -0.879646    -3.141593      9.537975
   -0.816814    -3.141593     11.396321
   -0.753982    -3.141593     13.469945
   -0.691150    -3.141593     15.807156
   -0.628319    -3.141593     18.555843
   -0.565487    -3.141593     21.829430
   -0.502655    -3.141593     25.472014
   -0.439823    -3.141593     29.039842
   -0.376991    -3.141593     32.532551
   -0.314159    -3.141593     36.518809
   -0.251327    -3.141593     41.393124
   -0.188496    -3.141593     47.301204
   -0.125664    -3.141593     54.296688
   -0.062832    -3.141593     62.124969
    0.000000    -3.141593     61.868478
    0.062832    -3.141593     56.635681
    0.125664    -3.141593     51.045746
    0.188496    -3.141593     45.348148
    0.251327    -3.141593     40.269846
    0.314159    -3.141593     36.055182
    0.376991    -3.141593     32.671831
    0.439823    -3.141593     30.019810
    0.502655    -3.141593     27.978145
    0.565487    -3.141593     26.348182
    0.628319    -3.141593     24.802882
    0.691150    -3.141593     23.131564
    0.753982    -3.141593     21.513988
    0.816814    -3.141593     20.190909
    0.879646    -3.141593     19.183891
    0.942478    -3.141593     18.445942
    1.005310    -3.141593     18.014604
    1.068142    -3.141593     17.880216
    1.130973    -3.141593     17.936859
    1.193805    -3.141593     18.196898
    1.256637    -3.141593     18.799718
    1.319469    -3.141593     19.784759
    1.382301    -3.141593     21.041103
    1.445133    -3.141593     22.461517
    1.507964    -3.141593     23.989942
    1.570796    -3.141593     25.468405
    1.633628    -3.141593     26.738083
    1.696460    -3.141593     27.853972
    1.759292    -3.141593     28.816504
    1.822124    -3.141593     29.453073
    1.884956    -3.141593     29.775424
    1.947787    -3.141593     29.892453
    2.010619    -3.141593     29.877421
    2.073451    -3.141593     29.872140
    2.136283    -3.141593     29.911747
    2.199115    -3.141593     29.823348
    2.261947    -3.141593     29.398195
    2.324779    -3.141593     28.711631
    2.387610    -3.141593     28.071572
    2.450442    -3.141593     27.670113
    2.513274    -3.141593     27.473077
    2.576106    -3.141593     27.215415
    2.638938    -3.141593     26.509025
    2.701770    -3.141593     25.034464
    2.764602    -3.141593     22.838732
    2.827433    -3.141593     20.432723
    2.890265    -3.141593     18.156258
    2.953097    -3.141593     16.071924
    3.015929    -3.141593     14.181803
    3.078761    -3.141593     12.447154

   -3.141593    -3.078761     11.577654
   -3.078761    -3.078761      9.986203
   -3.015929    -3.078761      8.420800
   -2.953097    -3.078761      6.886493
   -2.890265    -3.078761      5.444634
   -2.827433    -3.078761      4.182458
   -2.764602    -3.078761      3.184090
   -2.701770    -3.078761      2.470095
   -2.638938    -3.078761      1.995220
   -2.576106    -3.078761      1.738424
   -2.513274    -3.078761      1.728446
   -2.450442    -3.078761      1.929578
   -2.387610    -3.078761      2.203162
   -2.324779    -3.078761      2.480630
   -2.261947    -3.078761      2.820570
   -2.199115    -3.078761      3.236264
   -2.136283    -3.078761      3.652791
   -2.073451    -3.078761      4.010604
   -2.010619    -3.078761      4.344583
   -1.947787    -3.078761      4.749789
   -1.884956    -3.078761      5.244661
   -1.822124    -3.078761      5.656335
   -1.759292    -3.078761      5.809999
   -1.696460    -3.078761      5.796251
   -1.633628    -3.078761      5.719378
   -1.570796    -3.078761      5.573880
   -1.507964    -3.078761      5.396421
   -1.445133    -3.078761      5.239780
